1.452738584741852523e-01,3.559507421132377392e-01,3.797379051825475749e-01,3.947624680949885501e-01,3.954194326110516133e-01,4.054004090663494431e-01,4.121333682473790061e-01,4.170372938573509436e-01,4.212222618629711812e-01,4.233367769460087970e-01,4.256949884136813633e-01,4.268940310210200817e-01,4.351108720824061193e-01,4.735216740888685827e-01,5.209904807733463095e-01,5.292325940102011739e-01,5.431453724339044831e-01,5.471937434769789110e-01,5.471937434769789110e-01,5.550473714136777703e-01,5.567676679717887822e-01,5.573524936276115227e-01,5.593788859648780587e-01,5.609460501021942269e-01,5.619259979749585687e-01,5.631976952500212796e-01,5.635234806507188887e-01,5.635234806507188887e-01,5.646232945979783313e-01,5.651512485325169699e-01,5.661190932515853813e-01,5.661236279904973134e-01,5.661236279904973134e-01,5.674545413439980868e-01,5.674545413439980868e-01,5.678727133439641639e-01,5.682516978008183006e-01,5.686054393144661656e-01,5.686625717373599009e-01,5.686625717373599009e-01,5.691689989522599191e-01,5.691976651351566829e-01,5.691976651351566829e-01,5.691976651351566829e-01,5.691976651351566829e-01,5.693602481652595415e-01,5.697284483828125579e-01,5.701109553710455025e-01
3.362665789616150480e-01,3.711811922801380170e-01,3.821057935241712333e-01,4.004145241263735722e-01,4.105905659277950814e-01,4.267012509191380198e-01,4.549517009292185499e-01,5.091264571383014026e-01,5.112697056351069858e-01,5.173588552909147431e-01,5.173588552909147431e-01,5.201249505626397429e-01,5.214934569135074582e-01,5.253347338374720898e-01,5.295871375860093933e-01,5.394164389812003968e-01,5.515809188598461699e-01,5.538673655034724863e-01,5.543203703562220586e-01,5.549076233812120229e-01,5.563579914768965740e-01,5.583003517454394604e-01,5.583003517454394604e-01,5.601570328313418834e-01,5.609299512710642643e-01,5.609299512710642643e-01,5.619622185589798757e-01,5.619622185589798757e-01,5.619622185589798757e-01,5.632321361071238597e-01,5.645788642055473705e-01,5.653976636555122504e-01,5.664733530715482246e-01,5.668113523299365131e-01,5.668113523299365131e-01,5.668113523299365131e-01,5.673824658973426471e-01,5.673824658973426471e-01,5.673824658973426471e-01,5.680100720078171683e-01,5.680100720078171683e-01,5.681238545453550781e-01,5.684031298127242282e-01,5.687727664035306940e-01,5.689690756018670470e-01,5.689690756018670470e-01,5.692578883642900323e-01,5.699936592399064139e-01
3.680710714046804277e-01,4.326622415887765305e-01,4.547939511897363118e-01,4.627434905318809633e-01,4.763941457708215643e-01,4.827020962640894419e-01,4.827020962640894419e-01,4.839872034680789969e-01,4.883485467772376021e-01,4.930135131860201581e-01,4.954434471291571107e-01,5.035614182847181208e-01,5.075485075790616696e-01,5.136404718050902041e-01,5.167643445424991988e-01,5.181347033721599438e-01,5.201698049376627386e-01,5.233373966736097893e-01,5.235971395900744785e-01,5.375316791764410684e-01,5.375316791764410684e-01,5.392655458411939051e-01,5.523944965763221138e-01,5.523944965763221138e-01,5.579974325501586563e-01,5.591806237709654459e-01,5.603638556097754186e-01,5.618559073535958071e-01,5.630921114387495985e-01,5.642952224629589342e-01,5.642952224629589342e-01,5.648437071556039468e-01,5.648437071556039468e-01,5.662707833094617893e-01,5.667678151460223690e-01,5.667678151460223690e-01,5.667678151460223690e-01,5.667678151460223690e-01,5.675172601856803833e-01,5.675172601856803833e-01,5.680323049488754661e-01,5.680323049488754661e-01,5.682139103991951101e-01,5.682139103991951101e-01,5.682139103991951101e-01,5.688316841183698180e-01,5.688316841183698180e-01,5.691342769834342175e-01
3.005849212504508317e-01,3.553384248689487324e-01,3.933217867056180150e-01,4.435126887254315919e-01,5.003511911425929659e-01,5.169254318763666367e-01,5.261032426201702750e-01,5.400137415783641259e-01,5.452542891273081116e-01,5.494616169701871389e-01,5.505355499658511897e-01,5.516055517576163858e-01,5.550165390381733843e-01,5.576203343150869518e-01,5.588087894343405360e-01,5.588087894343405360e-01,5.610725581836263354e-01,5.610725581836263354e-01,5.625410545424910369e-01,5.625410545424910369e-01,5.627008677392166813e-01,5.635917574089681636e-01,5.635917574089681636e-01,5.648079964946250975e-01,5.657742658828771587e-01,5.661374549986681881e-01,5.674717448988471080e-01,5.674717448988471080e-01,5.674717448988471080e-01,5.674717448988471080e-01,5.674717448988471080e-01,5.685318581708367347e-01,5.685318581708367347e-01,5.685318581708367347e-01,5.686329103366565274e-01,5.691015025270802496e-01,5.691015025270802496e-01,5.696335895144903905e-01,5.698682178753939898e-01,5.700916428641296108e-01,5.700916428641296108e-01,5.704238544470625616e-01,5.707332248715825118e-01,5.711514886918194200e-01,5.711514886918194200e-01,5.711514886918194200e-01,5.714454506406150269e-01,5.714454506406150269e-01
3.779506406433953414e-01,4.555252741813136108e-01,4.847402739882348266e-01,5.121314168681363466e-01,5.222908434509727638e-01,5.347706742020615911e-01,5.474500245542218702e-01,5.512560154733283646e-01,5.543388947587551963e-01,5.543388947587551963e-01,5.555386848119271415e-01,5.567543804932229001e-01,5.577579879067774415e-01,5.599667616814296700e-01,5.599667616814296700e-01,5.601129386421073164e-01,5.622164275975002345e-01,5.638192718096776135e-01,5.638192718096776135e-01,5.643386704635736661e-01,5.643386704635736661e-01,5.650606435096645619e-01,5.663211736922288964e-01,5.663211736922288964e-01,5.663211736922288964e-01,5.663211736922288964e-01,5.672244521823172070e-01,5.673326726234859674e-01,5.681939334162444677e-01,5.681939334162444677e-01,5.681939334162444677e-01,5.681939334162444677e-01,5.681939334162444677e-01,5.686759421084688348e-01,5.686759421084688348e-01,5.686759421084688348e-01,5.686759421084688348e-01,5.691547107046406317e-01,5.691547107046406317e-01,5.691547107046406317e-01,5.691547107046406317e-01,5.691547107046406317e-01,5.697495975906770038e-01,5.697495975906770038e-01,5.697495975906770038e-01,5.701419995510128569e-01,5.701419995510128569e-01,5.705261538151051859e-01
2.695961187500020007e-01,3.393609925141300998e-01,3.512693968418437174e-01,3.722645732743708469e-01,3.969496204977732701e-01,4.131587203807008946e-01,4.288464473490382622e-01,4.534666867213971164e-01,4.598075161652540599e-01,4.684865394682521389e-01,4.718382715677541528e-01,4.718382715677541528e-01,4.762608597661885934e-01,4.846731878581779229e-01,4.866277657996231909e-01,4.918618519257095256e-01,5.054458989507761846e-01,5.298077284038322787e-01,5.418137752566806187e-01,5.451094324370171496e-01,5.463963888907309441e-01,5.497315734010033150e-01,5.547235233690342993e-01,5.589372008785391532e-01,5.589372008785391532e-01,5.607415290001905861e-01,5.614335181111735906e-01,5.621769781343463057e-01,5.625241552975362991e-01,5.625241552975362991e-01,5.637754212766452611e-01,5.638389740531130068e-01,5.644714588867898453e-01,5.644714588867898453e-01,5.658174730284639686e-01,5.675982576254043899e-01,5.679810672840543972e-01,5.679810672840543972e-01,5.687564646022779113e-01,5.687564646022779113e-01,5.687564646022779113e-01,5.690855823380561729e-01,5.690855823380561729e-01,5.690855823380561729e-01,5.696869826330039910e-01,5.699923596543053916e-01,5.702844176449309854e-01,5.702844176449309854e-01
3.166795979256118998e-01,3.678778772435365441e-01,4.191200936441678015e-01,4.718439121458860575e-01,4.954737525543849164e-01,5.174246891028293494e-01,5.242643228510928122e-01,5.462714683867107013e-01,5.471260062911157407e-01,5.535397538699875497e-01,5.581321635325837693e-01,5.599675347812587134e-01,5.599675347812587134e-01,5.621508433121166215e-01,5.621508433121166215e-01,5.628812384763595134e-01,5.635992802715783512e-01,5.635992802715783512e-01,5.659902775843121958e-01,5.664542441678692697e-01,5.664542441678692697e-01,5.664542441678692697e-01,5.669105668645488816e-01,5.678450580125751213e-01,5.678450580125751213e-01,5.683497856242006874e-01,5.683497856242006874e-01,5.688467048729827225e-01,5.692166660318194182e-01,5.692166660318194182e-01,5.697338240135170206e-01,5.697338240135170206e-01,5.698609996792785015e-01,5.707159311486195152e-01,5.707159311486195152e-01,5.707533885430354781e-01,5.711114827684881101e-01,5.711114827684881101e-01,5.716374235965143713e-01,5.717102453977855880e-01,5.726686506416062139e-01,5.726686506416062139e-01,5.727957510854330136e-01,5.727957510854330136e-01,5.729013422245015086e-01,5.731418907048531075e-01,5.731418907048531075e-01,5.731418907048531075e-01
4.149284371652617875e-01,4.803615401527152606e-01,4.803615401527152606e-01,5.016925405043742847e-01,5.034960217903912127e-01,5.266167141734994228e-01,5.464973304400857490e-01,5.511336250379930135e-01,5.511336250379930135e-01,5.511336250379930135e-01,5.553660204519588195e-01,5.598446127416487617e-01,5.614327937903877963e-01,5.614327937903877963e-01,5.623351987366735916e-01,5.629710164812449236e-01,5.629710164812449236e-01,5.642072725177738057e-01,5.655311584154925075e-01,5.655311584154925075e-01,5.655311584154925075e-01,5.660115811141243070e-01,5.660115811141243070e-01,5.665331167339846541e-01,5.665331167339846541e-01,5.665331167339846541e-01,5.671786021166160818e-01,5.678558671223681298e-01,5.682742789944117412e-01,5.682742789944117412e-01,5.682742789944117412e-01,5.688840845054761175e-01,5.688843481496195231e-01,5.688843481496195231e-01,5.688843481496195231e-01,5.694285105832671556e-01,5.694285105832671556e-01,5.704112526994028487e-01,5.704112526994028487e-01,5.704112526994028487e-01,5.704112526994028487e-01,5.704112526994028487e-01,5.707146162178875493e-01,5.714342750452334752e-01,5.718390790578797844e-01,5.722095912312257227e-01,5.723869586765915063e-01,5.727422505980067635e-01
2.839766373965455504e-01,3.448649238215307777e-01,4.043700835752925826e-01,4.731089247872939385e-01,5.198916269196289797e-01,5.244947201535656855e-01,5.244947201535656855e-01,5.300154711114066775e-01,5.302567554945747386e-01,5.336027864063270787e-01,5.374121620159206802e-01,5.499102461815020826e-01,5.536562980148451718e-01,5.544709890800236796e-01,5.574649305560288592e-01,5.591841329898861179e-01,5.591841329898861179e-01,5.591841329898861179e-01,5.591841329898861179e-01,5.616421524567130064e-01,5.619360781643482072e-01,5.636961823527560922e-01,5.636961823527560922e-01,5.646686066077946098e-01,5.646686066077946098e-01,5.653680998699044391e-01,5.658239519530654515e-01,5.658239519530654515e-01,5.668485873340605163e-01,5.668485873340605163e-01,5.668485873340605163e-01,5.668485873340605163e-01,5.677650847788627830e-01,5.677650847788627830e-01,5.684716125048339119e-01,5.684716125048339119e-01,5.684716125048339119e-01,5.690505374483045831e-01,5.690505374483045831e-01,5.695581047582938261e-01,5.695581047582938261e-01,5.702107446934447932e-01,5.702107446934447932e-01,5.702107446934447932e-01,5.702107446934447932e-01,5.702107446934447932e-01,5.702107446934447932e-01,5.702107446934447932e-01
4.661310999793039644e-01,4.885871115778812612e-01,4.891319918496691566e-01,4.978357394639835731e-01,5.076177386718414564e-01,5.140251192772861133e-01,5.296553054267565397e-01,5.371981678070283373e-01,5.393441625634036729e-01,5.438298493916553511e-01,5.475480840387150216e-01,5.504594445339926478e-01,5.527068630998880350e-01,5.556907648773223851e-01,5.573436147148927988e-01,5.573436147148927988e-01,5.586936688122219330e-01,5.586936688122219330e-01,5.586936688122219330e-01,5.622023730443299616e-01,5.623382963881811136e-01,5.644450632404443002e-01,5.644450632404443002e-01,5.644450632404443002e-01,5.644450632404443002e-01,5.644450632404443002e-01,5.647613243715357001e-01,5.647613243715357001e-01,5.670557429376250624e-01,5.674625219063291759e-01,5.682482176554574105e-01,5.682482176554574105e-01,5.682482176554574105e-01,5.689294150879916634e-01,5.692005868081959630e-01,5.695259536687831137e-01,5.695259536687831137e-01,5.695259536687831137e-01,5.695259536687831137e-01,5.707144643207840984e-01,5.708925937010552731e-01,5.710955384998781525e-01,5.714341061400336486e-01,5.721244539901504389e-01,5.721244539901504389e-01,5.723174036332030479e-01,5.726531900021534227e-01,5.727398063532926908e-01
