2.120280909754332921e-01,2.141935898579521991e-01,2.142743892664866201e-01,2.142748322611666145e-01,2.284267035898316645e-01,2.288794804997356935e-01,2.317407736986574207e-01,2.320011417798551467e-01,2.322069421306875991e-01,2.322136087642585889e-01,2.325781406790458083e-01,2.332216146884133201e-01
1.933993266716403370e-01,1.936158397691123134e-01,1.987265155765046420e-01,1.990149785690076834e-01,2.068119252136702002e-01,2.175363518065648039e-01,2.181780217571553937e-01,2.211163789733988916e-01,2.211868427105495583e-01,2.228340672536175127e-01,2.251451370823158160e-01,2.252498821999609213e-01
2.397243415169866831e-01,2.397740172009636683e-01,2.398130290221444916e-01,2.407672914017583987e-01,2.422549244639179422e-01,2.422820616985266462e-01,2.429250986367388343e-01,2.432743125303804821e-01,2.450875689419533821e-01,2.464710784437522118e-01,2.467205864505600810e-01,2.480712872432757343e-01
2.335603797147496052e-01,2.335603797147496052e-01,2.336242066991295607e-01,2.386161283981330372e-01,2.444196513853414965e-01,2.548334325047170168e-01,2.668354094324608683e-01,2.691309793839083975e-01,2.694106340031142688e-01,2.705586564768002744e-01,2.705611340913336438e-01,2.706957192073621843e-01
2.945886926504510672e-01,2.946595227019126462e-01,2.946595227019126462e-01,2.946595227019126462e-01,2.971938776945535210e-01,2.977636805564899403e-01,3.049822687080089301e-01,3.065261192389816536e-01,3.065261192389816536e-01,3.083646912811606744e-01,3.098767997111168682e-01,3.283996658277547609e-01
2.225014175473669364e-01,2.225014175473669364e-01,2.235712020041396020e-01,2.391727553303985843e-01,2.392692060134123111e-01,2.392817243571184749e-01,2.441858939253550020e-01,2.612918982786056610e-01,3.416371061981119395e-01,3.416377698694810228e-01,3.416499933781097509e-01,3.622725127744887974e-01
2.747357924428029952e-01,2.799116306014589606e-01,2.799728652795770989e-01,2.820567676289071346e-01,2.838886587318324994e-01,2.839509396182507972e-01,2.839509396182507972e-01,2.839901715445984909e-01,2.843699669628912408e-01,2.865645487265630620e-01,2.865798526657521439e-01,2.907442328425302036e-01
2.408957055180619422e-01,2.409388895608497172e-01,2.409388895608497172e-01,2.439559030038236653e-01,2.439559030038236653e-01,2.448892978537209608e-01,2.504629135633722470e-01,2.559656632900188522e-01,2.559656632900188522e-01,2.614489373418121820e-01,2.654033532891263425e-01,2.654149616570985470e-01
1.963275376585778276e-01,2.001282790536455247e-01,2.048003904411795639e-01,2.049778277510361790e-01,2.085892948465223884e-01,2.088681567381527604e-01,2.103243863743176900e-01,2.341616137466771830e-01,2.341740980330545563e-01,2.341801673348683777e-01,2.440038800113509265e-01,2.441264206708149975e-01
2.684668166510424392e-01,2.834570061328622326e-01,2.845826739913391856e-01,2.851828873445568235e-01,2.872700287562970356e-01,3.040312139926834023e-01,3.398050008288542312e-01,3.398654154365348679e-01,3.432397301210992069e-01,3.455592005001750788e-01,3.458977974461072136e-01,3.472378249741547851e-01
