9.326710830560705290e+01,2.458516644841208798e+00,3.526385588183750224e+04
6.772909818871547714e+02,1.212882858102620975e+00,9.722604389022882970e+04
9.323903734372254348e+01,2.458527593504877817e+00,3.526713884441060509e+04
6.171318350410044786e+02,1.708073151960995295e+00,1.072587071154358709e+05
6.245198991896999132e+02,1.632943377737844370e+00,1.067531752280404035e+05
6.277477288386058945e+02,1.244895030434734151e+00,9.197507631632033736e+04
2.136057361905432401e+02,2.291837694327809150e+00,5.189951510510607477e+04
2.231294544782817013e+02,2.273149879360076397e+00,5.614135111159679946e+04
5.174570783017329632e+02,1.956705527712773618e+00,9.812178559483795834e+04
5.073278980695021687e+02,1.967555107214557397e+00,9.681226500066384324e+04
4.569195643337309889e+02,2.031444512838863403e+00,9.007821722887482611e+04
3.407778230997100763e+02,2.142830135804883351e+00,7.349495595447620144e+04
3.918708637235425840e+02,2.094895729518257976e+00,8.097679524847611901e+04
2.863330896734128146e+02,2.196825618740027242e+00,6.562767007092454878e+04
1.741094214766193318e+02,2.369133775786169682e+00,4.689013800012188585e+04
2.525750212961114869e+02,2.232984086823863734e+00,6.030541981527561438e+04
4.962157489537941615e+02,1.980096287009985412e+00,9.544215259835125471e+04
1.206303364666016478e+02,2.441246826035491591e+00,3.922382243815299444e+04
1.814355288536451383e+02,2.348749242613158650e+00,4.805471489947679947e+04
6.654624601919317683e+02,1.217313498660060000e+00,9.555958157411027059e+04
1.996302995073783961e+02,2.318415106820849836e+00,5.004726731817294785e+04
2.744557790865076186e+02,2.201797280294194525e+00,6.378818637827147904e+04
1.460935449373822621e+02,2.401952131170002946e+00,4.283297583949036198e+04
3.140779902595753583e+02,2.163382208596664302e+00,6.982722445948168752e+04
2.065082791112197640e+02,2.308682480426373029e+00,5.074297146672477538e+04
4.028158764163741807e+02,2.080846118241366227e+00,8.250396536378937890e+04
5.259464350859924480e+02,1.939912309911953958e+00,9.908159197384484287e+04
3.628969906806081553e+02,2.117319797988814312e+00,7.676262817414599704e+04
1.083300177342874804e+02,2.442764034998103462e+00,3.761432493330839498e+04
5.520202595716275482e+02,1.906199275135883386e+00,1.020814493729952810e+05
4.127660635281680470e+02,2.072140529014430577e+00,8.395802350591754657e+04
2.400383416204442995e+02,2.243058626589466975e+00,5.471742536526084587e+04
4.174330243748852354e+02,2.069312746811013515e+00,8.448311306893298752e+04
3.505445050087050731e+02,2.130419782400106321e+00,7.484674772628488427e+04
5.436502861007996898e+02,1.917537415573268733e+00,1.011559539500509272e+05
2.646247159945318117e+02,2.223202724875019687e+00,6.235161506308123353e+04
5.679212736146288307e+02,1.856327183785696278e+00,1.034295768508350011e+05
5.915859493929460768e+02,1.808543023155334106e+00,1.057621389460914361e+05
1.548592873786457176e+02,2.390708321440095929e+00,4.388763231499198446e+04
5.943574373741558929e+02,1.783242921443544571e+00,1.056653715758500184e+05
5.659444387282974276e+02,1.866410951315214728e+00,1.032937688553200423e+05
6.424094419339173783e+02,1.233626923775510198e+00,9.326543826272025763e+04
4.330592922975504848e+02,2.047957938611191686e+00,8.664151244398683775e+04
2.649937962303444010e+02,2.223003605451830289e+00,6.240644487088995083e+04
2.950845594944432833e+02,2.188353682961852176e+00,6.682689463099326531e+04
5.323146517470742083e+02,1.937200704920993166e+00,9.985497210193767387e+04
4.838933435162243200e+02,1.990242358949513068e+00,9.370649796339671593e+04
1.269804360521630997e+02,2.431719283792245001e+00,4.015359636532601871e+04
5.385486306980047857e+02,1.925706207081965049e+00,1.005817149019546487e+05
9.917911391239169916e+01,2.452930940632350953e+00,3.623907863087028090e+04
2.408773316785010650e+02,2.238041306301382871e+00,5.839562763878281839e+04
3.022562275618878402e+02,2.179754641697508877e+00,6.810187315827056591e+04
3.981741261984383300e+02,2.085674559044352616e+00,8.184170416142832255e+04
2.494022461474346812e+02,2.234166492531489023e+00,5.977034554699914588e+04
6.185554952512591171e+02,1.667739223381177638e+00,1.067297905383861362e+05
1.578184441298118372e+02,2.389407971964427890e+00,4.470960153229183197e+04
2.780512411486682822e+02,2.199648822155674033e+00,6.434155910870112712e+04
6.077196557643379720e+02,1.720087272532736078e+00,1.063458025773435511e+05
5.814685399906589964e+02,1.819809317254048597e+00,1.046160592761880980e+05
4.275377222879258738e+02,2.061832395852849498e+00,8.591802790540154092e+04
2.340451228302506763e+02,2.256576147128506626e+00,5.755722601212929294e+04
5.783505811046899225e+02,1.843424542315211356e+00,1.045812280176712084e+05
1.848029673991209449e+02,2.340604821953224501e+00,4.771824901789689466e+04
4.657587573822793843e+02,2.023339711862222945e+00,9.135201078951620730e+04
1.421513004530589797e+02,2.414712526535606418e+00,4.204296277043563896e+04
5.578177765454876180e+02,1.889890351308823213e+00,1.025800169968315895e+05
3.813892308026727278e+02,2.099973287040039160e+00,7.947853302201426413e+04
5.996603169855895885e+02,1.745613368606325988e+00,1.060131148351597658e+05
3.502735959946085131e+02,2.131427068542841585e+00,7.480742232400798821e+04
5.990348997312009942e+02,1.773088895682393140e+00,1.061923266976504528e+05
6.190569763614416843e+02,1.689524393355160914e+00,1.066448493545941456e+05
3.639071950323267401e+02,2.115696242663291482e+00,7.690316498876463447e+04
1.037088581044503144e+02,2.445796807078668422e+00,3.702027962235511950e+04
1.961596119108060350e+02,2.313822880310729246e+00,5.014006150307309872e+04
1.646844772359048648e+02,2.382822126710878230e+00,4.581248474306548451e+04
6.330570961300269346e+02,1.241255721212128904e+00,9.267438368433507276e+04
1.666805549021896695e+02,2.378916289205158296e+00,4.608822857370348356e+04
3.239389882143105979e+02,2.151734636956615709e+00,7.089376821952333557e+04
3.235859814065241835e+02,2.152030368719303866e+00,7.084379526990605518e+04
4.473037273405408882e+02,2.033702317697791973e+00,8.867279095409577712e+04
3.724688169239503850e+02,2.107882292173172800e+00,7.818723213986330666e+04
6.548893092417165462e+02,1.228225239724862528e+00,9.466236418395009241e+04
5.794782076038444529e+02,1.842513264068427414e+00,1.046938123092533060e+05
6.069960665174723999e+02,1.740752196733466262e+00,1.066414762816874281e+05
6.550268917618964224e+02,1.228101048007995466e+00,9.467385532503646391e+04
4.723800878244123282e+02,2.009296600868965665e+00,9.221020630006119609e+04
2.299844230864607937e+02,2.261295731968208766e+00,5.338717691096434282e+04
4.766961240664236925e+02,2.006386719852279121e+00,9.280428030297583609e+04
2.971790256494001596e+02,2.182400759304530258e+00,6.733726264195323165e+04
3.336760512191525549e+02,2.148084978397959866e+00,7.236778423759943689e+04
3.728764500877482533e+02,2.107180106167886091e+00,7.824113225207770301e+04
3.336760074135902414e+02,2.148085500259053315e+00,7.236779184496360540e+04
