9.140231213311565739e+01,9.560029601545488731e+01,1.044302262157394381e+02,1.046107807688994171e+02,1.046647033898883308e+02,1.056756641152342127e+02,1.097000768937830060e+02,1.097208355759257756e+02,1.098114511174648555e+02,1.102061357636134744e+02,1.105262196784599382e+02,1.107500329598568385e+02
9.773769489312756775e+01,9.785479126722988497e+01,1.003792829222202556e+02,1.018329341571349573e+02,1.053360513148144264e+02,1.085264108288710929e+02,1.113515256296805802e+02,1.115670611483174071e+02,1.116308403364169095e+02,1.125028967722786604e+02,1.131129598780512850e+02,1.145702846670381803e+02
9.801507681064713040e+01,9.805925107712511135e+01,9.819714292604628270e+01,9.829338130808216079e+01,1.048092043701366549e+02,1.050379638105058291e+02,1.050676299403792768e+02,1.051035463857359957e+02,1.051728783612541065e+02,1.099038578184898398e+02,1.102088746301445497e+02,1.104260930265688501e+02
9.913311250664632723e+01,9.999476770461075148e+01,1.002895290155060195e+02,1.006777331750838727e+02,1.021081924592139529e+02,1.045526490908181358e+02,1.057886415351970157e+02,1.059684373478140174e+02,1.060581345984145685e+02,1.060739223100370907e+02,1.082596508341412687e+02,1.083416416990905304e+02
9.081762566476484722e+01,9.286539353170441302e+01,9.306930666757530446e+01,9.313087981168013130e+01,9.577285618570397219e+01,9.674111640389003242e+01,9.678466554953226364e+01,9.817965395154925545e+01,9.827639892602036298e+01,9.835884881346700581e+01,9.839097202948606480e+01,9.839717704707193491e+01
1.022170524712407484e+02,1.022729515093316195e+02,1.027033606789762104e+02,1.030353534257246508e+02,1.037689410521174409e+02,1.039134773579734485e+02,1.039889250739746274e+02,1.091731565118817429e+02,1.092610654768062091e+02,1.098511816146981346e+02,1.098517653680068236e+02,1.098901437262266256e+02
9.118147201482460673e+01,9.251224366977960756e+01,9.265403497264388477e+01,9.297711222658674046e+01,9.512606429485384751e+01,1.013764409258621981e+02,1.015663662277081301e+02,1.020153468936281485e+02,1.020225203563728940e+02,1.041339945112545990e+02,1.045790429061720772e+02,1.046128866839871705e+02
9.320336285663722720e+01,1.027488921474312207e+02,1.028349225732058017e+02,1.094061901051764210e+02,1.095538249557804562e+02,1.098392813022852152e+02,1.118899284821605136e+02,1.119718837780484790e+02,1.119945347488617244e+02,1.126674441966806341e+02,1.127721751079227630e+02,1.134418747158818377e+02
1.020601914618485750e+02,1.060837453611138983e+02,1.064124217410023618e+02,1.067508210422055157e+02,1.069325586213005721e+02,1.071179120692102344e+02,1.073898100183913868e+02,1.090257087286780262e+02,1.090511068651512261e+02,1.105335027571798747e+02,1.106305065276205823e+02,1.107516682535995898e+02
9.113878520973398167e+01,9.308434323115757536e+01,9.691020699200065280e+01,9.743258305367795913e+01,1.007868103050159760e+02,1.073493788248302394e+02,1.075895734301810762e+02,1.077120517663307453e+02,1.085544498892494403e+02,1.091823008807240001e+02,1.100963909837333858e+02,1.101901026267371435e+02
