1.900184195238632867e+01,4.936111063291610890e+01
1.823715824027387811e+01,5.151886994639418305e+01
1.937240872394538371e+01,4.428621532070744138e+01
1.971298740998145149e+01,3.997304815332728367e+01
1.858927917334466429e+01,5.076067489989716819e+01
1.933038854585461408e+01,4.642880252234567706e+01
1.787409664144708543e+01,5.209043675917429539e+01
1.834027472170726725e+01,5.130874168471896013e+01
1.926099789241418847e+01,4.749483212074157734e+01
1.938066059446123290e+01,4.320041087579632233e+01
1.864417779641405559e+01,5.061714289897373220e+01
1.874383556760083636e+01,5.033830064520384440e+01
1.799317265936701205e+01,5.194862851191123809e+01
1.843302186398795328e+01,5.109800958500795787e+01
1.743357441672933206e+01,5.264165858375854867e+01
1.876146141330977457e+01,5.027311290980133407e+01
1.662393186064156581e+01,5.331091978657979524e+01
1.703654924831792528e+01,5.302693089830569306e+01
1.819717257849973890e+01,5.158621852848437328e+01
1.920758957138905387e+01,4.792783458804637320e+01
1.760046575204204444e+01,5.248695669343097592e+01
1.840659595020239436e+01,5.116390905945247880e+01
1.892655617680091851e+01,4.970278978684994797e+01
1.849575081530780452e+01,5.097324796285440840e+01
1.678710465223108272e+01,5.318437202198233393e+01
1.806626546527094845e+01,5.179811598774535497e+01
1.727298202124840643e+01,5.283417532000369476e+01
1.965363885031642255e+01,4.056461744681865156e+01
1.771834541325522849e+01,5.233534554959717866e+01
1.931598383708425004e+01,4.671257776947065565e+01
1.926695958821095545e+01,4.714280693649570253e+01
1.715822187420035760e+01,5.290770004813789740e+01
1.885592688536186046e+01,4.996482096144927709e+01
1.530648605871793855e+01,5.382034023980201454e+01
1.855693159102286671e+01,5.082295133367369289e+01
1.782743266059392795e+01,5.216479802752953532e+01
1.976389302430161266e+01,3.934139934609893174e+01
1.872041524145887337e+01,5.039070481757833164e+01
1.958603054334644256e+01,4.106963542818155588e+01
1.894420525824935453e+01,4.958803865867487559e+01
1.909740250251292082e+01,4.884466712019340662e+01
1.934671600136926273e+01,4.621109995457305786e+01
1.946796515068882627e+01,4.236128515230319636e+01
1.916903262274406217e+01,4.836134970466613936e+01
1.910970575116058967e+01,4.874499646850795642e+01
1.890396875268377386e+01,4.978451290491132397e+01
1.968791682379047359e+01,4.038109205440838423e+01
1.777625638197234181e+01,5.225704312924278128e+01
1.869346687443619714e+01,5.047859274507965921e+01
1.951755699057926208e+01,4.172807284989416132e+01
1.928399517124327645e+01,4.707525292401520289e+01
1.903870572774861003e+01,4.914273246697479891e+01
1.954867849827815363e+01,4.138215295465555243e+01
1.883793547906107335e+01,4.999386945283543326e+01
1.646306457301815129e+01,5.342655611610248911e+01
