Cond,Qtsc,Qag,Qpva,Qseed,Qaa,y1,y2,y3,c1,c2
51,0.6,23.97992624,5.313635993,23.99527099,23.99528081,0.23460785262533,0.0373239688497784,0.000197042083333265,-0.69936010042468,-2.24471996546072e-10
52,0.641573814,23.88235248,1.855662741,16.77646871,18.40591234,0.240997023777188,0.0292121793829276,0.300980470416667,-0.997537010871149,2.21763718499801e-11
53,0.6,23.9990955141225,4.77672123348245,23.9999999659127,24,0.234999696506397,0.0412865468095512,1.42030309735475e-09,-0.699962313088437,0
54,0.6,23.9892504244637,24,21.2961414027706,21.5679627991265,0.270088064283807,0.0372080540359726,0.112660774884557,-0.81226315845812,0
55,0.600176407151714,19.9036484946589,2.23386981918262,23.2830078842401,23.9741159743571,0.262300138061551,0.0330248762118759,0.0298746714899947,-0.530214074043355,0
56,0.6,24,13.9727210378489,23.9978390005257,23.9978391950881,0.25119706737895,0.0461710097657794,9.00416447642272e-05,-0.700090041644764,0
57,13.362199943803,19.0670713735197,11.7295935525508,22.9821564887845,23.9937658711134,0.279754640115652,0.0331962155540661,0.0424101463006447,-0.494667726439515,-2.22044604925031e-16
58,7.72616076615077,23.946571314688,1.09335275098494,23.974084327381,23.9741159743571,0,0.0354763767362589,0.00107981969245996,-0.698851066721352,0
59,13.9558210550813,22.5679526581125,0.6,23.9145516837747,24,0.292009819371689,0.0270160832967731,0.00356034650938764,-0.640331360754686,0
60,0.6,24,13.0828675364167,24,24,0.262739075888385,0.041417010490639,0,-0.7,0
61,7.72616076615077,23.946571314688,1.09335275098494,23.974084327381,23.9741159743571,0,0.0344746366363358,0.00107981969245996,-0.698851066721352,0
62,0.6,23.9892504244637,0.928144268621936,7.7253866986078,14.2966363739851,0.252845623051374,0.0244758407282996,0.678108887558008,-1.37796464825222,0
63,0.631417348741963,23.7282653532945,0.677486961360166,15.3859504089411,17.5559834418603,0.331705735891271,0.0282388035051668,0.358918732960787,-1.05157710941542,-1.11022302462516e-16
64,0.6,24,15.2039550147802,23.9948263805192,23.9948274955429,0.265823973759654,0.0483627936848591,0.000215567478366707,-0.700215567478367,1.11022302462516e-16
65,0.980026261411821,23.9951883951739,0.702246932265415,21.0246976589369,21.3519215783149,0.241630933820175,0.0423367522152331,0.123970930877631,-0.823795266255733,0
66,0.6,20.453617763907,16.598578485395,23.4759655431468,24,0.30689308047704,0.0438887463732325,0.0218347690355486,-0.552234073496125,0
67,0.6,23.9916595935794,22.6005482995118,23.9930100104951,23.9930100865102,0.291845250163404,0.0516065612544905,0.000291249562704654,-0.69994371306785,0
68,1.46814892262021,23.946571314688,20.0695633412351,23.9962668531834,23.9963701991843,0.309823557056136,0.0505964233146672,0.0001555477840266,-0.697924732612352,0
69,1.31289275993864,23.7282653532945,0.676883751200427,15.774631739204,17.771364565488,0.315712496671954,0.0335360466344107,0.342723677533166,-1.03519658920142,0
70,0.6,19.5108664084423,16.2524046282277,23.1603199832145,24,0.312812356009891,0.0386331735004366,0.0349866673660618,-0.512952767018429,-2.22044604925031e-16
71,0.6,23.8826986045998,0.744570879642806,14.9822812626488,17.3986906421006,0.33335224216354,0.0320741254028423,0.375738280722968,-1.07267217952651,0
72,0.843379908140927,23.9951883951739,0.702246932265415,21.0246976589369,21.3519215783149,0.244498656453883,0.0357950311493786,0.123970930877629,-0.823795266255732,0
