0.000000000000000000e+00,0.000000000000000000e+00,1.159878980340380838e-01,3.689522566452117514e-01,3.806487618699486708e-01,4.696111718932248769e-01,5.125063190935561508e-01,5.608922274119706453e-01,5.691134260036896375e-01,5.740798049877136044e-01,5.790651790041172475e-01,5.851008895032886459e-01,5.881359394099600069e-01,5.888833605707064489e-01,5.956176115426287110e-01,5.975093327214940908e-01,6.000333324400766166e-01,6.037008910499984671e-01,6.042497615086082074e-01,6.093336715599387832e-01,6.097794872466355542e-01,6.113375960957112554e-01,6.117726082968886203e-01,6.166937416141595740e-01
0.000000000000000000e+00,1.130453959952136822e-01,2.498536287112451959e-01,3.948259075195235113e-01,4.053343241344195547e-01,4.422343321929023130e-01,5.005149680477316565e-01,5.421006863201693893e-01,5.657924629039947639e-01,5.657924629039947639e-01,5.658116481796495734e-01,5.822212132274442453e-01,5.930575707340648428e-01,5.940613189487118362e-01,5.940613189487118362e-01,5.993042971083426540e-01,6.013347710437402238e-01,6.041427122434221975e-01,6.086903477091599735e-01,6.105639196453431783e-01,6.216180226916028229e-01,6.229020911066556199e-01,6.274092824774502031e-01,6.274092824774502031e-01
0.000000000000000000e+00,2.059565422076510555e-01,2.059565422076510555e-01,2.059565422076510555e-01,3.807630217868575029e-01,3.807630217868575029e-01,4.705795659420652921e-01,5.229999048814716334e-01,5.500373844099373244e-01,5.690317317781444784e-01,5.733886199612622248e-01,5.829015018645755664e-01,5.862278485733418698e-01,5.910798453148455867e-01,5.965928911782419908e-01,5.982000324133566194e-01,5.982000324133566194e-01,6.002670979290357645e-01,6.018622776021931298e-01,6.033015770390230958e-01,6.058876234145180728e-01,6.072666355296882923e-01,6.072666355296882923e-01,6.078919190403250239e-01
2.171290284483259614e-01,2.693004604269466640e-01,3.984042638888296572e-01,4.204778871683778063e-01,4.558595641213372129e-01,5.317079550139515165e-01,5.431775106311254042e-01,5.854670146976618250e-01,5.885708030408001168e-01,5.913219147694274147e-01,5.959889966335543132e-01,5.991519804887819323e-01,6.013762047777944098e-01,6.032508252244613844e-01,6.044745698124669442e-01,6.071816318495389941e-01,6.124674733182724484e-01,6.130018312115945722e-01,6.163080556516833397e-01,6.184085510980099620e-01,6.217398524266402049e-01,6.246488811548697173e-01,6.253293751204374029e-01,6.259168059568240849e-01
0.000000000000000000e+00,2.539975490369506539e-01,2.539975490369506539e-01,2.539975490369506539e-01,2.539975490369506539e-01,4.641758813782613236e-01,5.003760624765392073e-01,5.380329322627444011e-01,5.414551544615213707e-01,5.414551544615213707e-01,5.501728035636377356e-01,5.561881731617084323e-01,5.757429180609754393e-01,5.775381313070891975e-01,5.872780955496805788e-01,5.936442060024755829e-01,5.963582409496395176e-01,5.998308918021422187e-01,6.025131998230910391e-01,6.142307663611312751e-01,6.161748769568320405e-01,6.165550632779573936e-01,6.191729417813495173e-01,6.220742022548459982e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.504335633263335081e-01,2.015714489952214472e-01,3.007005581067712097e-01,3.055524969463918605e-01,3.110837995755838525e-01,3.742263960918675858e-01,4.896019068808536989e-01,5.033865474597591927e-01,5.359599356044314478e-01,5.487472346457398231e-01,5.564282405072086268e-01,5.883634722708216414e-01,5.953910939059193774e-01,5.986365007729256282e-01,6.013045216368688717e-01,6.015157994438521394e-01,6.062712538863097578e-01,6.189867961767107074e-01,6.243117699114727470e-01,6.257787797752959458e-01,6.271044073654330475e-01,6.285313009686758212e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.472958017927404606e-01,2.174843792148641319e-01,3.569167054113724924e-01,4.594996267846768179e-01,5.016619058546966103e-01,5.277371074127481521e-01,5.474282464781698998e-01,5.568471156481983320e-01,5.652863822515857839e-01,5.928681975263199178e-01,6.022903766379186230e-01,6.042758086592114886e-01,6.042758086592114886e-01,6.046146779295860085e-01,6.055148094268941739e-01,6.088169731830344045e-01,6.135021690472319822e-01,6.148538598397306210e-01,6.160296596351138021e-01,6.170422985242050018e-01,6.185095494004247962e-01,6.188181741308811379e-01
2.621706203951751357e-01,2.981681092042041126e-01,3.884006909098816629e-01,4.266984763614556364e-01,4.367477814454566731e-01,4.524648074385856922e-01,4.915808724321970580e-01,5.072708236895993039e-01,5.072708236895993039e-01,5.458704083732599521e-01,5.638276637165337002e-01,5.672181034271230882e-01,5.700389441116585632e-01,5.754440560716662656e-01,5.826977150652830062e-01,5.932548229219829494e-01,5.971920894014527414e-01,6.024193699910234123e-01,6.042931974314668109e-01,6.046227436286020218e-01,6.072040297853354973e-01,6.156628001100994396e-01,6.168976620340783645e-01,6.173090876577775887e-01
0.000000000000000000e+00,0.000000000000000000e+00,2.642236131138192556e-01,2.910492524310561713e-01,4.209037550343743272e-01,4.368504784325947798e-01,5.105523633389785765e-01,5.176952676230663908e-01,5.209692238885276216e-01,5.728172929132993030e-01,5.740672822403338760e-01,5.740672822403338760e-01,5.755303134967491019e-01,5.777382865974410864e-01,5.782705264625361830e-01,5.804456545930235523e-01,5.895779086218733145e-01,5.905183741538743147e-01,5.908208843515433406e-01,5.923771091527595400e-01,5.971383308627432607e-01,5.974142597973253199e-01,6.024899696754675293e-01,6.038149241992767369e-01
0.000000000000000000e+00,1.118216508813781596e-01,3.581067939339123152e-01,4.429024492017656356e-01,4.713256145855752033e-01,4.713256145855752033e-01,5.238948886785259607e-01,5.582471125159373937e-01,5.663652324925236847e-01,5.699440221628931935e-01,5.759285863316520038e-01,5.759285863316520038e-01,5.784828145454870008e-01,5.811830211603341567e-01,5.816722746551207246e-01,5.832420069483507108e-01,5.892275077089034196e-01,5.892275077089034196e-01,6.052379495876686333e-01,6.052379495876686333e-01,6.079435352505639933e-01,6.088701182387796784e-01,6.128443372315797166e-01,6.148222918242963742e-01
