7.602751949041390844e+01,8.835439287064818359e+01,9.629079334081374952e+01,1.056719195673390743e+02,1.133523256283783951e+02,1.139241736051337597e+02,1.139241736051337597e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02,1.141161131070240060e+02
8.285515077551690410e+01,9.435233410994763403e+01,1.054966939945862805e+02,1.139815813099187380e+02,1.182472639064582722e+02,1.182778765670938697e+02,1.186636931800061632e+02,1.192295046794507556e+02,1.192295046794507556e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02,1.193230438033012746e+02
8.829246595681971144e+01,9.266128692772637976e+01,1.018288939664972190e+02,1.077483183505239737e+02,1.078654433269784789e+02,1.078857839544867545e+02,1.078857839544867545e+02,1.079039043612916231e+02,1.079039043612916231e+02,1.079039043612916231e+02,1.079039043612916231e+02,1.108361157815335929e+02,1.108361157815335929e+02,1.108361157815335929e+02,1.108669972583345924e+02,1.108669972583345924e+02,1.109495464685092543e+02,1.109495464685092543e+02,1.109495464685092543e+02,1.109495464685092543e+02,1.109495464685092543e+02,1.109495464685092543e+02,1.109495464685092543e+02,1.109495464685092543e+02
8.437028110831393235e+01,9.034505136047538087e+01,9.537432806798318552e+01,1.044203560145708707e+02,1.109423600800064236e+02,1.159371831889369275e+02,1.197585459682469917e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02,1.198501408777429305e+02
7.889343955744169534e+01,8.780597381557748804e+01,9.712488555384410915e+01,1.020506082561788190e+02,1.056784599494542647e+02,1.058131734431204052e+02,1.079254611239500150e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02,1.100000000000000000e+02
9.069628469971948448e+01,9.913033003228002826e+01,1.089859309602471740e+02,1.089869428200233443e+02,1.089934119558378427e+02,1.089981744950208906e+02,1.090111844055883523e+02,1.090111844055883523e+02,1.090111844055883523e+02,1.090111844055883523e+02,1.090194961689584403e+02,1.175769279366806614e+02,1.175892881233889682e+02,1.179399332506616389e+02,1.179399332506616389e+02,1.179399332506616389e+02,1.179399332506616389e+02,1.179399332506616389e+02,1.179399332506616389e+02,1.179399332506616389e+02,1.180767065306042269e+02,1.180767065306042269e+02,1.180767065306042269e+02,1.180767065306042269e+02
8.322656950630243955e+01,9.430716207807397211e+01,1.011212895502769982e+02,1.090525742756560845e+02,1.091292853464243251e+02,1.091347951774716734e+02,1.091347951774716734e+02,1.091347951774716734e+02,1.091347951774716734e+02,1.091347951774716734e+02,1.091347951774716734e+02,1.091347951774716734e+02,1.091347951774716734e+02,1.107674468431829951e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02,1.107816824044272153e+02
8.239552604785109224e+01,8.951919844408720905e+01,9.994389437166171319e+01,1.059362066285999333e+02,1.107993981640903769e+02,1.110673467400545888e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02,1.111642874401070173e+02
8.728296790631654289e+01,9.254018628378005928e+01,9.710485665742203309e+01,1.045250153093611800e+02,1.122448064418494624e+02,1.167808631050758805e+02,1.167808631050758805e+02,1.170897051002606730e+02,1.171496073932690933e+02,1.171530748686218146e+02,1.172633530584416519e+02,1.177441311550188061e+02,1.179833115273925586e+02,1.180449971901153674e+02,1.180832099984077104e+02,1.180832099984077104e+02,1.182189057116751343e+02,1.182189057116751343e+02,1.182189057116751343e+02,1.182189057116751343e+02,1.182189057116751343e+02,1.182189057116751343e+02,1.182189057116751343e+02,1.182189057116751343e+02
7.776990243445385431e+01,8.653863149911214236e+01,9.721999619727175457e+01,1.042669047171334711e+02,1.091903835902959798e+02,1.092775447224544365e+02,1.092775447224544365e+02,1.092775447224544365e+02,1.092775447224544365e+02,1.092775447224544365e+02,1.092775447224544365e+02,1.092775447224544365e+02,1.092775447224544365e+02,1.093056006680477026e+02,1.093056006680477026e+02,1.179894841345853678e+02,1.179894841345853678e+02,1.179894841345853678e+02,1.179894841345853678e+02,1.179894841345853678e+02,1.179894841345853678e+02,1.179894841345853678e+02,1.179894841345853678e+02,1.179894841345853678e+02
