7.836709618568420410e-01,5.900959372520446777e-01,3.254463374614715576e-01,4.888380467891693115e-01,8.793660998344421387e-01,1.322928220033645630e-01,6.751959323883056641e-01,8.700082898139953613e-01,5.140967369079589844e-01
2.428794354200363159e-01,7.512681484222412109e-01,4.091368615627288818e-01,7.259380221366882324e-01,5.667365789413452148e-01,3.851391375064849854e-01,9.339061975479125977e-01,8.801250457763671875e-01,1.968482285737991333e-01
9.087047576904296875e-01,3.269554972648620605e-01,9.634748697280883789e-01,3.641614615917205811e-01,3.449478000402450562e-02,9.198595285415649414e-01,7.001628875732421875e-01,7.244650125503540039e-01,9.747641682624816895e-01
1.527701318264007568e-01,5.619060993194580078e-01,7.670000791549682617e-01,6.909256577491760254e-01,6.613590121269226074e-01,5.812361836433410645e-01,3.680500388145446777e-01,8.153279423713684082e-01,3.709010481834411621e-01
1.230159476399421692e-01,7.206844538450241089e-02,7.912078499794006348e-01,8.940140604972839355e-01,5.346820354461669922e-01,5.987074375152587891e-01,3.354018330574035645e-01,7.418533563613891602e-01,3.917799293994903564e-01
1.507360637187957764e-01,7.084514498710632324e-01,3.987184166908264160e-01,9.743076562881469727e-01,3.266974166035652161e-02,7.866471409797668457e-01,5.465891957283020020e-01,8.237341046333312988e-01,2.185093164443969727e-01
5.456102490425109863e-01,2.115502506494522095e-01,8.923352360725402832e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.183285832405090332e-01,3.255003690719604492e-01,5.357145667076110840e-01,8.994251489639282227e-01
5.274764299392700195e-01,6.865294575691223145e-01,1.163673698902130127e-01,8.389399051666259766e-01,5.007699728012084961e-01,2.496146559715270996e-01,5.004147887229919434e-01,7.866908907890319824e-01,2.817344069480895996e-01
1.175328344106674194e-02,5.357573740184307098e-03,9.606598019599914551e-01,5.815475583076477051e-01,1.176966503262519836e-01,4.938941597938537598e-01,2.619156837463378906e-01,7.130802869796752930e-01,3.638083636760711670e-01
5.349704623222351074e-01,6.260218620300292969e-01,2.308386862277984619e-01,9.247749447822570801e-01,2.234496325254440308e-01,9.210917353630065918e-01,9.408290386199951172e-01,7.903407812118530273e-01,1.818433701992034912e-01
7.406506538391113281e-01,6.302270889282226562e-01,7.170526385307312012e-01,5.265664458274841309e-01,4.052920937538146973e-01,3.065551072359085083e-02,8.212763071060180664e-01,5.058834552764892578e-01,7.350549101829528809e-01
2.677254676818847656e-01,3.617545366287231445e-01,7.123444080352783203e-01,3.101321682333946228e-02,5.428558588027954102e-01,3.926060199737548828e-01,8.598138093948364258e-01,2.664769291877746582e-01,7.060142755508422852e-01
1.581632494926452637e-01,2.961743436753749847e-02,1.629760265350341797e-01,7.866238355636596680e-01,1.216569989919662476e-01,8.444831967353820801e-01,5.880978703498840332e-01,4.879599213600158691e-01,1.203231662511825562e-01
8.567346930503845215e-01,9.390143752098083496e-01,6.023049950599670410e-01,6.899220347404479980e-01,1.173105165362358093e-01,8.343830108642578125e-01,8.269953727722167969e-02,1.453643143177032471e-01,5.963271856307983398e-01
6.397258043289184570e-01,9.895377755165100098e-01,6.931833028793334961e-01,4.126420617103576660e-01,3.129539489746093750e-01,9.818191528320312500e-01,7.207077741622924805e-01,7.332757115364074707e-02,6.957992911338806152e-01
5.096390247344970703e-01,9.172078967094421387e-01,2.922150790691375732e-01,5.777698755264282227e-01,6.194366216659545898e-01,2.052799314260482788e-01,3.702554702758789062e-01,1.637197434902191162e-01,4.402751326560974121e-01
9.087047576904296875e-01,3.269554972648620605e-01,9.634748697280883789e-01,3.641614615917205811e-01,3.449478000402450562e-02,9.198595285415649414e-01,7.001628875732421875e-01,7.244650125503540039e-01,9.747641682624816895e-01
7.406506538391113281e-01,5.263930244245653700e-01,7.170526385307312012e-01,5.257267469615508615e-01,5.352239970137625535e-01,3.065551072359085083e-02,8.212763071060180664e-01,9.574462771415710449e-01,7.075027823448181152e-01
5.456102490425109863e-01,2.115502506494522095e-01,8.923352360725402832e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.183285832405090332e-01,3.255003690719604492e-01,5.357145667076110840e-01,8.994251489639282227e-01
5.130006850650030703e-01,5.619060993194580078e-01,7.670000791549682617e-01,6.909256577491760254e-01,6.613590121269226074e-01,2.589090811344455512e-01,3.680500388145446777e-01,8.881425857543945312e-01,5.878314971923828125e-01
7.406506538391113281e-01,6.302270889282226562e-01,7.170526385307312012e-01,5.265664458274841309e-01,4.052920937538146973e-01,3.065551072359085083e-02,8.212763071060180664e-01,5.058834552764892578e-01,7.350549101829528809e-01
7.836709618568420410e-01,5.900959372520446777e-01,3.254463374614715576e-01,4.888380467891693115e-01,8.793660998344421387e-01,1.322928220033645630e-01,6.751959323883056641e-01,8.700082898139953613e-01,5.140967369079589844e-01
2.428794354200363159e-01,7.512681484222412109e-01,4.091368615627288818e-01,7.259380221366882324e-01,5.667365789413452148e-01,3.851391375064849854e-01,9.339061975479125977e-01,8.801250457763671875e-01,1.968482285737991333e-01
1.703550128224554094e-02,3.617545366287231445e-01,7.123444080352783203e-01,3.599123336972948062e-02,5.434402019958789465e-01,3.927851769210034538e-01,8.749761337970418662e-01,6.549223661422729492e-01,5.463932752609252930e-01
9.087047576904296875e-01,3.269554972648620605e-01,9.634748697280883789e-01,3.641614615917205811e-01,3.449478000402450562e-02,9.198595285415649414e-01,7.001628875732421875e-01,7.244650125503540039e-01,9.747641682624816895e-01
7.406506538391113281e-01,5.263930244245653700e-01,7.170526385307312012e-01,5.257267469615508615e-01,5.352239970137625535e-01,3.065551072359085083e-02,8.212763071060180664e-01,9.574462771415710449e-01,7.075027823448181152e-01
7.359786013879205946e-01,5.263930244245653700e-01,7.170526385307312012e-01,4.868633852696966358e-01,5.350237097170077449e-01,1.462549566362170150e-02,8.744830771749912968e-01,9.418106079101562500e-01,7.247824072837829590e-01
7.836709618568420410e-01,5.900959372520446777e-01,7.289288320896881723e-01,4.888380467891693115e-01,8.945343607275693110e-01,1.329252759364952519e-01,6.751959323883056641e-01,9.242324829101562500e-01,7.830173969268798828e-01
5.226249581529396337e-01,2.206270797349704493e-01,8.990954622057554246e-01,5.112357753174919806e-01,2.025196254253387451e-01,4.326476026573178313e-02,3.255003690719604492e-01,9.447463750839233398e-01,7.098494172096252441e-01
5.456102490425109863e-01,2.115502506494522095e-01,8.923352360725402832e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.183285832405090332e-01,3.255003690719604492e-01,5.357145667076110840e-01,8.994251489639282227e-01
5.130006850650030703e-01,5.619060993194580078e-01,7.670000791549682617e-01,6.909256577491760254e-01,6.613590121269226074e-01,2.589090811344455512e-01,3.680500388145446777e-01,8.881425857543945312e-01,5.878314971923828125e-01
2.553421557806971887e-01,7.482928766761343109e-01,4.929144454061548108e-01,7.259380221366882324e-01,6.072854401555441983e-01,3.851391375064849854e-01,9.339061975479125977e-01,8.938496708869934082e-01,2.381467372179031372e-01
9.087047576904296875e-01,3.269554972648620605e-01,9.634748697280883789e-01,3.641614615917205811e-01,3.449478000402450562e-02,9.198595285415649414e-01,7.001628875732421875e-01,7.244650125503540039e-01,9.747641682624816895e-01
7.406506538391113281e-01,5.263930244245653700e-01,7.170526385307312012e-01,5.257267469615508615e-01,5.352239970137625535e-01,3.065551072359085083e-02,8.212763071060180664e-01,9.574462771415710449e-01,7.075027823448181152e-01
7.359786013879205946e-01,5.263930244245653700e-01,7.170526385307312012e-01,4.868633852696966358e-01,5.350237097170077449e-01,1.462549566362170150e-02,8.744830771749912968e-01,9.418106079101562500e-01,7.247824072837829590e-01
7.836709618568420410e-01,5.900959372520446777e-01,7.289288320896881723e-01,4.888380467891693115e-01,8.945343607275693110e-01,1.329252759364952519e-01,6.751959323883056641e-01,9.242324829101562500e-01,7.830173969268798828e-01
5.226249581529396337e-01,2.206270797349704493e-01,8.990954622057554246e-01,5.112357753174919806e-01,2.025196254253387451e-01,4.326476026573178313e-02,3.255003690719604492e-01,9.447463750839233398e-01,7.098494172096252441e-01
7.340494862005160215e-01,2.114629886064427478e-01,8.923352360725402832e-01,8.495670732016746829e-02,2.025196254253387451e-01,9.183285832405090332e-01,2.887913852328582998e-01,5.390888452529907227e-01,9.780017137527465820e-01
5.456102490425109863e-01,2.115502506494522095e-01,8.923352360725402832e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.183285832405090332e-01,3.255003690719604492e-01,5.357145667076110840e-01,8.994251489639282227e-01
5.333378731420322927e-01,7.530317359350295892e-01,9.380518292494441912e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.129888338382683433e-01,3.427933456427459391e-01,-1.262823771685361862e-02,9.503375887870788574e-01
9.087047576904296875e-01,3.269554972648620605e-01,9.634748697280883789e-01,3.641614615917205811e-01,3.449478000402450562e-02,9.198595285415649414e-01,7.001628875732421875e-01,7.244650125503540039e-01,9.747641682624816895e-01
7.340494862005160215e-01,2.114629886064427478e-01,8.923352360725402832e-01,8.495670732016746829e-02,2.025196254253387451e-01,9.183285832405090332e-01,2.887913852328582998e-01,5.390888452529907227e-01,9.780017137527465820e-01
9.271193213447218584e-01,3.269554972648620605e-01,9.634748697280883789e-01,5.224701255270717271e-01,1.435287051647317902e-01,8.301085054203389824e-01,7.005444579899641200e-01,9.723948240280151367e-01,8.825398683547973633e-01
5.456102490425109863e-01,2.115502506494522095e-01,8.923352360725402832e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.183285832405090332e-01,3.255003690719604492e-01,5.357145667076110840e-01,8.994251489639282227e-01
5.226249581529396337e-01,2.206270797349704493e-01,9.648469496594955785e-01,3.592635505872283086e-01,2.022391260300754889e-01,4.326476026573178313e-02,3.224299989982459813e-01,7.882589101791381836e-01,8.357774615287780762e-01
5.333378731420322927e-01,7.530317359350295892e-01,9.380518292494441912e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.129888338382683433e-01,3.427933456427459391e-01,-1.262823771685361862e-02,9.503375887870788574e-01
9.087047576904296875e-01,3.269554972648620605e-01,8.977233822741378377e-01,5.161336863219841975e-01,3.477531095394380267e-02,9.198595285415649414e-01,7.032332576469559893e-01,9.302242994308471680e-01,8.278564214706420898e-01
7.406506538391113281e-01,5.263930244245653700e-01,7.170526385307312012e-01,5.257267469615508615e-01,5.352239970137625535e-01,3.065551072359085083e-02,8.212763071060180664e-01,9.574462771415710449e-01,7.075027823448181152e-01
9.087047576904296875e-01,3.269554972648620605e-01,9.634748697280883789e-01,3.641614615917205811e-01,3.449478000402450562e-02,9.198595285415649414e-01,7.001628875732421875e-01,7.244650125503540039e-01,9.747641682624816895e-01
7.340494862005160215e-01,2.114629886064427478e-01,8.923352360725402832e-01,8.495670732016746829e-02,2.025196254253387451e-01,9.183285832405090332e-01,2.887913852328582998e-01,5.390888452529907227e-01,9.780017137527465820e-01
9.271193213447218584e-01,3.269554972648620605e-01,9.634748697280883789e-01,7.893806016809964965e-02,1.435287051647317902e-01,9.188648847381247764e-01,7.005444579899641200e-01,2.453470788896083832e-02,1.183285593986511230e+00
9.034600567208315169e-01,3.264444623385548416e-01,9.723863970181012562e-01,5.257267469615508615e-01,5.277121476260070443e-01,1.773433043105032691e-02,8.199497947322267333e-01,9.831753969192504883e-01,9.194166064262390137e-01
7.406506538391113281e-01,5.353054387292507377e-01,7.163802219693602424e-01,2.414061351369622965e-03,5.352746921756635912e-01,3.065551072359085083e-02,8.072835281996170176e-01,7.687838282436132431e-03,1.075583815574645996e+00
9.271193213447218584e-01,3.269554972648620605e-01,9.634748697280883789e-01,5.224701255270717271e-01,1.435287051647317902e-01,8.301085054203389824e-01,7.005444579899641200e-01,9.723948240280151367e-01,8.825398683547973633e-01
5.456102490425109863e-01,2.115502506494522095e-01,8.923352360725402832e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.183285832405090332e-01,3.255003690719604492e-01,5.357145667076110840e-01,8.994251489639282227e-01
5.333378731420322927e-01,7.530317359350295892e-01,9.380518292494441912e-01,1.277405768632888794e-03,2.025196254253387451e-01,9.129888338382683433e-01,3.427933456427459391e-01,-1.262823771685361862e-02,9.503375887870788574e-01
9.087047576904296875e-01,3.269554972648620605e-01,9.634748697280883789e-01,3.641614615917205811e-01,3.449478000402450562e-02,9.198595285415649414e-01,7.001628875732421875e-01,7.244650125503540039e-01,9.747641682624816895e-01
7.340494862005160215e-01,2.114629886064427478e-01,8.923352360725402832e-01,8.495670732016746829e-02,2.025196254253387451e-01,9.183285832405090332e-01,2.887913852328582998e-01,5.390888452529907227e-01,9.780017137527465820e-01
9.034600567208315169e-01,3.264444623385548416e-01,9.723863970181012562e-01,5.257267469615508615e-01,5.277121476260070443e-01,1.773433043105032691e-02,8.199497947322267333e-01,9.831753969192504883e-01,9.194166064262390137e-01
9.593529176543751369e-01,3.269554972648620605e-01,9.628599797585427611e-01,5.224701255270717271e-01,2.003720062089175691e-01,8.301085054203389824e-01,3.545263011247457019e-01,9.980227351188659668e-01,9.117509722709655762e-01
