2.677254676818847656e-01,3.617545366287231445e-01,7.123444080352783203e-01,3.101321682333946228e-02,-3.101321682333946228e-02,2.267383338232775714e-02
5.428558588027954102e-01,3.926060199737548828e-01,8.598138093948364258e-01,8.567346930503845215e-01,-8.567346930503845215e-01,2.640972388513063152e-01
9.390143752098083496e-01,6.023049950599670410e-01,6.899220347404479980e-01,1.173105165362358093e-01,-1.173105165362358093e-01,3.135865832561535171e-02
8.343830108642578125e-01,8.269953727722167969e-02,7.406506538391113281e-01,6.302270889282226562e-01,-6.302270889282226562e-01,1.681876491512923621e-01
7.170526385307312012e-01,5.265664458274841309e-01,4.052920937538146973e-01,3.065551072359085083e-02,-3.065551072359085083e-02,1.949030345859625868e-02
8.212763071060180664e-01,1.175328344106674194e-02,5.357573740184307098e-03,9.606598019599914551e-01,-9.606598019599914551e-01,3.446507587577727350e-01
5.815475583076477051e-01,1.176966503262519836e-01,4.938941597938537598e-01,2.619156837463378906e-01,-2.619156837463378906e-01,5.798365312485032064e-02
6.397258043289184570e-01,9.895377755165100098e-01,6.931833028793334961e-01,4.126420617103576660e-01,-4.126420617103576660e-01,2.015848603604055711e-01
3.129539489746093750e-01,9.818191528320312500e-01,7.207077741622924805e-01,5.349704623222351074e-01,-5.349704623222351074e-01,2.145216534701788191e-01
6.260218620300292969e-01,2.308386862277984619e-01,9.247749447822570801e-01,2.234496325254440308e-01,-2.234496325254440308e-01,4.779570902357477280e-02
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,6.262536911977178988e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.572853927014928876e-01,-6.572853927014928876e-01,1.668615323127653483e-01
1.000000000000000000e+00,5.966767718008473276e-01,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.194595174551807304e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.264808728074824813e-02,0.000000000000000000e+00,-0.000000000000000000e+00,2.899330849901460283e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,-1.000000000000000000e+00,4.898238922394000383e-01
2.798193016976873171e-01,1.000000000000000000e+00,9.788932587780108108e-01,5.763617264610139401e-02,-5.763617264610139401e-02,6.532490430899429157e-02
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.070156956488874878e-01,-5.070156956488874878e-01,2.501290337617092518e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,3.330588805915932898e-02,-3.330588805915932898e-02,3.155198862765473677e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.627064950090143403e-01,-4.627064950090143403e-01,4.444495995579664793e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.558114792222768163e-01,-2.558114792222768163e-01,3.913370669601512475e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,7.841363916829576786e-01,-7.841363916829576786e-01,5.204032697609477509e-01
0.000000000000000000e+00,3.192266140075800673e-01,0.000000000000000000e+00,4.989634737795228259e-01,-4.989634737795228259e-01,4.765798468868993609e-01
5.152049440035173511e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-0.000000000000000000e+00,3.048093417799861982e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.097317387095793184e-01,1.000000000000000000e+00,-1.000000000000000000e+00,4.968243455832066502e-01
