1.159838516450326651e-01,1.567190632686393525e-01,3.086013775869209663e-01,1.343552546651064460e-02,2.351756593692206354e-01,1.700845226636757412e-01,5.300612718604043039e-01,4.402597658871627573e-01,5.480401689019345213e-01,-1.000000000000000021e-03
1.813391849190955085e-01,1.371614549992004016e-02,3.674623275884426610e-01,5.258752569253849138e-03,2.397130539089939710e-03,4.298264588841980149e-01,4.347590234716562918e-01,6.224581106657751661e-01,5.838099278494155442e-01,-1.000000000000000021e-03
1.885498277707758630e-01,3.815970479317582625e-02,1.601307707956351190e-01,8.491851845195440285e-02,2.074124265567437453e-01,3.208287516317150367e-01,4.668842977964686725e-01,5.274420600205758092e-01,5.680822915384169391e-01,-1.000000000000000021e-03
1.632648143396869533e-01,2.938310641442241078e-01,9.361222025007603920e-02,1.850907934454754378e-01,1.984388952242836790e-01,6.576221259625379678e-02,5.843781921548725222e-01,3.473985056942296978e-01,5.284150833476815023e-01,-1.000000000000000021e-03
2.991496406541465092e-01,1.785648250742283005e-01,8.900772770018579305e-02,1.784381733454093455e-01,5.447485541825245609e-02,2.003647778077775887e-01,5.733843285572675086e-01,4.386561805012547666e-01,6.428237130834304480e-01,-1.000000000000000021e-03
1.618880028352469858e-01,5.969442308188582791e-02,2.391449531768813086e-01,5.778362855653557811e-02,2.381924825794921041e-01,2.432965097699582024e-01,4.665621447022658685e-01,4.715737771886665541e-01,5.348174561897849344e-01,-1.000000000000000021e-03
1.665156006403540334e-01,2.453781932435790958e-01,9.514084160934511980e-02,4.013113910145819641e-01,5.744897939438112699e-04,9.107948369819597600e-02,5.187144491982280670e-01,4.008908148735486066e-01,5.092305802478449550e-01,-1.000000000000000021e-03
2.675875963546527903e-01,9.484607466443949197e-02,2.283503234498482637e-01,1.719453759249549851e-01,9.483033063878053281e-02,1.424402989673239084e-01,5.399637422356136085e-01,3.943692163679770601e-01,5.823440921664087000e-01,-1.000000000000000021e-03
2.403193453883160080e-01,2.164834219641919855e-01,2.072194895157148387e-01,1.821151039815586403e-01,1.153188204302452446e-01,3.854381871997328984e-02,5.673565484764822031e-01,3.783007172237944360e-01,5.598518951775304231e-01,-1.000000000000000021e-03
2.233931218669280017e-02,2.452535096456051888e-01,2.771207161496006544e-01,1.657372910810255839e-01,1.855834725418447073e-01,1.039656983952310654e-01,5.561507025593073195e-01,3.964951674787471347e-01,5.365644086207339569e-01,-1.000000000000000021e-03
2.914483318137059409e-01,4.384581380959210600e-02,2.237802073323272856e-01,1.748215283779900875e-01,2.275364779096664958e-01,3.856764075671808428e-02,5.365817232620884170e-01,3.673033892189891958e-01,5.726462086690844444e-01,-1.000000000000000021e-03
2.115110869882401989e-01,2.107536355053003518e-01,2.309941396940333458e-01,1.481648501240568072e-01,1.697183249566530383e-01,2.885796273171624404e-02,5.540079686159060657e-01,3.619074710131826578e-01,5.289663098549226561e-01,-1.000000000000000021e-03
2.362634170727561933e-01,2.341715376876347954e-02,2.097222163619384683e-01,1.784547427538904218e-01,2.030402158174665350e-01,1.491022542251848881e-01,4.996004828685727261e-01,3.705749911192981472e-01,5.277519824493310807e-01,-1.000000000000000021e-03
1.895872110371623065e-01,1.128585430597274231e-01,8.559361733427510444e-02,2.685297729404436673e-01,1.971152165793226829e-01,1.463156390490687742e-01,5.472025538138041156e-01,3.693861504206381596e-01,5.243334277695339551e-01,-1.000000000000000021e-03
1.159838516450326651e-01,1.567190632686393525e-01,3.086013775869209663e-01,1.343552546651064460e-02,2.351756593692206354e-01,1.700845226636757412e-01,5.300612718604043039e-01,4.402597658871627573e-01,5.480401689019345213e-01,-1.000000000000000021e-03
1.813391849190955085e-01,1.371614549992004016e-02,3.674623275884426610e-01,5.258752569253849138e-03,2.397130539089939710e-03,4.298264588841980149e-01,4.347590234716562918e-01,6.224581106657751661e-01,5.838099278494155442e-01,-1.000000000000000021e-03
1.885498277707758630e-01,3.815970479317582625e-02,1.601307707956351190e-01,8.491851845195440285e-02,2.074124265567437453e-01,3.208287516317150367e-01,4.668842977964686725e-01,5.274420600205758092e-01,5.680822915384169391e-01,-1.000000000000000021e-03
1.632648143396869533e-01,2.938310641442241078e-01,9.361222025007603920e-02,1.850907934454754378e-01,1.984388952242836790e-01,6.576221259625379678e-02,5.843781921548725222e-01,3.473985056942296978e-01,5.284150833476815023e-01,-1.000000000000000021e-03
2.991496406541465092e-01,1.785648250742283005e-01,8.900772770018579305e-02,1.784381733454093455e-01,5.447485541825245609e-02,2.003647778077775887e-01,5.733843285572675086e-01,4.386561805012547666e-01,6.428237130834304480e-01,-1.000000000000000021e-03
2.233931218669280017e-02,2.452535096456051888e-01,2.771207161496006544e-01,1.657372910810255839e-01,1.855834725418447073e-01,1.039656983952310654e-01,5.561507025593073195e-01,3.964951674787471347e-01,5.365644086207339569e-01,-1.000000000000000021e-03
1.618880028352469858e-01,5.969442308188582791e-02,2.391449531768813086e-01,5.778362855653557811e-02,2.381924825794921041e-01,2.432965097699582024e-01,4.665621447022658685e-01,4.715737771886665541e-01,5.348174561897849344e-01,-1.000000000000000021e-03
1.665156006403540334e-01,2.453781932435790958e-01,9.514084160934511980e-02,4.013113910145819641e-01,5.744897939438112699e-04,9.107948369819597600e-02,5.187144491982280670e-01,4.008908148735486066e-01,5.092305802478449550e-01,-1.000000000000000021e-03
1.159838516450326651e-01,1.567190632686393525e-01,3.086013775869209663e-01,1.343552546651064460e-02,2.351756593692206354e-01,1.700845226636757412e-01,5.300612718604043039e-01,4.402597658871627573e-01,5.480401689019345213e-01,-1.000000000000000021e-03
1.813391849190955085e-01,1.371614549992004016e-02,3.674623275884426610e-01,5.258752569253849138e-03,2.397130539089939710e-03,4.298264588841980149e-01,4.347590234716562918e-01,6.224581106657751661e-01,5.838099278494155442e-01,-1.000000000000000021e-03
1.885498277707758630e-01,3.815970479317582625e-02,1.601307707956351190e-01,8.491851845195440285e-02,2.074124265567437453e-01,3.208287516317150367e-01,4.668842977964686725e-01,5.274420600205758092e-01,5.680822915384169391e-01,-1.000000000000000021e-03
1.632648143396869533e-01,2.938310641442241078e-01,9.361222025007603920e-02,1.850907934454754378e-01,1.984388952242836790e-01,6.576221259625379678e-02,5.843781921548725222e-01,3.473985056942296978e-01,5.284150833476815023e-01,-1.000000000000000021e-03
2.991496406541465092e-01,1.785648250742283005e-01,8.900772770018579305e-02,1.784381733454093455e-01,5.447485541825245609e-02,2.003647778077775887e-01,5.733843285572675086e-01,4.386561805012547666e-01,6.428237130834304480e-01,-1.000000000000000021e-03
1.809371397391058844e-01,1.370769827038982244e-02,3.674623275884426610e-01,5.258752569253849138e-03,2.397130539089939710e-03,4.298264588841980149e-01,4.346811863264292697e-01,6.224963552157305458e-01,5.836384191093202389e-01,-9.998314959817266798e-04
2.991496406541465092e-01,1.785648250742283005e-01,1.614979510411052033e-01,8.233860243009734348e-02,5.447485541825245609e-02,2.003647778077775887e-01,5.792675323082221439e-01,4.352914305638364567e-01,6.638755833845380039e-01,-4.425987071115226488e-04
1.885498277707758630e-01,3.815970479317582625e-02,8.764054745471570873e-02,1.810180893672665159e-01,2.074124265567437453e-01,3.208287516317150367e-01,4.810094441597811965e-01,5.084849060295368872e-01,5.707931881978538513e-01,-4.425987071115121321e-04
1.159838516450326651e-01,1.567190632686393525e-01,3.086013775869209663e-01,1.343552546651064460e-02,2.351756593692206354e-01,1.700845226636757412e-01,5.300612718604043039e-01,4.402597658871627573e-01,5.480401689019345213e-01,-1.000000000000000021e-03
1.813391849190955085e-01,1.371614549992004016e-02,3.674623275884426610e-01,5.258752569253849138e-03,2.397130539089939710e-03,4.298264588841980149e-01,4.347590234716562918e-01,6.224581106657751661e-01,5.838099278494155442e-01,-1.000000000000000021e-03
1.885498277707758630e-01,3.815970479317582625e-02,1.601307707956351190e-01,8.491851845195440285e-02,2.074124265567437453e-01,3.208287516317150367e-01,4.668842977964686725e-01,5.274420600205758092e-01,5.680822915384169391e-01,-1.000000000000000021e-03
1.632648143396869533e-01,2.938310641442241078e-01,9.361222025007603920e-02,1.850907934454754378e-01,1.984388952242836790e-01,6.576221259625379678e-02,5.843781921548725222e-01,3.473985056942296978e-01,5.284150833476815023e-01,-1.000000000000000021e-03
