Cond,Qtsc,Qag,Qpva,Qseed,Qaa,y1,y2,y3,c1,c2
15,0.6,1.37508213705522,1.82683125949655,15.7049887974078,1.65340040881885,0,0.00435774164228185,0.345625466774676,-0.531669164783589,-10.2527969463141
16,11.9779311830387,5.88348549871458,1.56630847940771,20.7915426551135,1.78483724893939,0.445301562815812,0.00444316835943509,0.133685722703606,-2.9963708608226,-4.83025271702093
17,5.70695200160513,21.2779201728313,17.3453780671357,22.161640631615,22.1999339630633,0.302684083085583,0.0413434749370929,0.0765983070160415,-0.65846772374341,0
18,22.1718210609267,2.21502803510514,14.7043488567418,3.76554765967874,7.38342678368381,0,0.00550111191683009,0.843102180846719,0,0
19,18.7179017363246,23.9622779586137,22.0525815787527,23.8376955806624,23.8383399472871,0,0.032194319849983,0.00676268413906767,-0.705199104115499,0
20,8.00811998689684,22.7668095852319,0.6,1.77142653133308,11.8354822967394,0.279355707750629,0.00973174830249993,0.926190561194455,-1.62360640778483,-0.00141381969739114
21,7.32006941041022,18.6136089164767,4.61603694846622,22.7882800218225,23.9952856247121,0.328912189422379,0.0344879676359573,0.0504883324240636,-0.475719414538122,0
22,3.08785214893616,23.9960966608859,17.403438272362,23.9064654546664,23.9067990029475,0,0.048021772891907,0.00389727272223295,-0.70373524108884,0
23,16.1860961398377,19.9564852369066,7.94287120792053,18.0884487141999,18.2483404400577,0.283391069960599,0.0222921540042261,0.246314636908338,-0.793605487165247,0
24,3.57312789678629,14.6034899193852,3.77090245901645,19.479999098602,21.9247805174428,0.350037818566316,0.032775140886076,0.188333370891582,-0.366072342560831,0
25,0.6,18.1512107530598,17.6485400778062,10.606970730469,12.8219759473612,0.256418957409837,0.0216243682399108,0.558042886230456,-1.11563288120155,0
26,0.6,17.2822924588369,0.6,0.6,0.6,0,0.00497238982810837,0.975,-28.5038207647281,-26.8385383811224
27,12.1315468178968,6.68877022578962,3.40256881002217,19.2448088514501,15.1578903016476,0.541144892576847,0.0110258678538411,0.198132964522913,-0.141273164845544,-1.31845509841663
28,0.680370391176087,18.8593475749322,19.9931826287235,22.8989038601935,24,0.336027725421904,0.0496761273186313,0.0458790058252703,-0.485806148955508,0
29,24,15.0119487040254,24,0.6,0.6,0,0.00565436315928931,0.975,-24.719914506709,-23.0598826688596
30,8.42615746673852,14.8587524700405,12.6265687778804,13.0492230303725,11.8069511047442,0.323368541320498,0.014261851717668,0.456282373734477,-0.958474972770069,-0.136692915809603
31,0.686180585684497,14.0110917999737,22.8417132971548,19.8369547138139,23.9835313292043,0.35064709348163,0.0273069307587421,0.173460220257753,-0.284196364065565,0
32,9.93589771647371,22.7407599240091,6.64890189790795,23.9339297679591,24,0,0.0281156578802359,0.00275292633503754,-0.647531663500378,0
33,0.6,20.9972242642397,17.2780191562709,23.5348449414332,23.883688765243,0.285807750530504,0.0391199423951053,0.0193814607736184,-0.579144945767175,-2.22044604925031e-16
34,17.0058239842329,15.2786178244466,12.0995492123959,17.1237571608591,17.3771940628357,0.332856900157902,0.0187813304529595,0.286510118297539,-0.579233883744368,0
35,0.6,23.8779796614417,21.5221981581527,23.9190996848043,23.9191706193295,0.281084591142917,0.0410566316687883,0.00337084646648667,-0.698277910277771,0
36,12.1256495518071,18.2687661670581,2.89819500161182,9.78380533389992,10.2093263571468,0.387183966720437,0.0118961232682469,0.592341444420837,-1.48941935324355,-0.324967580443589
37,0.600000051,23.42401681,23.87984777,23.8723649,23.88111399,0.286213604293593,0.0438769251577988,0.00531812916666663,-0.680859469948035,3.28276072991684e-10
38,24,23.99099538,13.90366122,0.6,7.200808589,0.809678901491014,0.00802110444384203,0.975,-3.03170852737966,-1.35671791071272
39,23.62335334,23.99999791,15.82984435,23.92357273,23.92381533,0,0.033621552280889,0.00318446958333329,-0.70318438254723,2.30076957485892e-10
40,0.6,23.97212767,12.44549421,23.99996711,23.99999948,0.256278840588022,0.0443799541128373,1.37041666670168e-06,-0.698838674558171,7.33326732671458e-11
41,0.6,23.9838054746459,18.394141630728,23.3141795827636,23.3323676730303,0.274016097010096,0.046602809357365,0.0285758507181854,-0.727919918404537,0
42,1.43223923081557,22.7682495814344,19.7771573433714,23.9367829544318,24,0.305585697641794,0.039828984621624,0.00263404356534125,-0.648677065893099,-2.22044604925031e-16
43,20.3939870667605,16.0619649674538,12.6550847202446,6.60239522126112,10.1085895307764,0.346005155375369,0.00980753881422957,0.72490019911412,-1.28894224743738,0
44,12.2439356448226,9.10865112705019,4.25022041168815,10.324671577016,7.86548404133855,0.565672523534603,0.00781500753285591,0.569805350957667,-0.858053475053531,-0.291555179422748
45,0.6,23.98860713,19.35278132,23.60766161,23.61361656,0.26905428340612,0.0418108641560657,0.0163474329166666,-0.71588026844796,-3.82287534961279e-11
46,0.6,23.97232245,21.92188623,23.99996808,24,0.26990265629312,0.0402940052307138,1.33000000002159e-06,-0.69884676875,5.77506931165317e-11
47,24,24,0.6,0.6,8.022117734,0.818656199081285,0.00832230114080931,0.975,-2.69172871750326,-1.01672871750326
48,16.09358104,8.224018923,10.19209931,22.56061856,3.301774536,0.613144996681043,0.00636670555427477,0.0599742266666666,-2.19078755479263,-3.23404711818019
49,0.6,23.9435465630547,2.59277008057845,23.9998672087274,24,0.23493512015141,0.0394454307357633,5.5329696927453e-06,-0.697647773460611,0
50,24,16.0028972390394,20.7289925728833,21.3352644762765,24,0.277221374751784,0.0226659983251888,0.111030646821812,-0.366787384959975,0
51,24,24,0.6,6.21728009296354,7.62834086976399,0.751747195141191,0.00941772479277092,0.740946662793186,-2.84616250240303,-1.40521583960985
52,22.7855547890885,24,12.3833641139753,23.9999965552124,23.9999965552129,0,0.0320410677946484,1.43532818186465e-07,-0.700000143532818,-1.11022302462516e-16
53,0.6,23.7601137310603,8.95487678439645,23.9431177060059,23.9445381708208,0.237273345602971,0.0399387015578977,0.00237009558308621,-0.692297849369873,2.22044604925031e-16
54,17.3189076160423,13.2789640087756,12.2574415506996,19.0727834113449,23.5574453698803,0.304933518066743,0.0189900784630544,0.205300691193962,-0.263684380894439,2.22044604925031e-16
55,0.6,23.3964625898603,23.3583127555795,23.9001157117298,23.9111963293152,0.273952649853369,0.0404206983568452,0.00416184534459119,-0.678473108063449,2.22044604925031e-16
56,12.4743961835717,8.19261576667242,4.55246077337127,11.145047046848,6.74396661044698,0.604988383797429,0.00665898217456823,0.535623039714666,-0.914806691655524,-0.575183812255526
57,0.6,17.1869087083362,5.8886755252968,22.0659077938106,24,0.291497987303303,0.0278383020241599,0.0805871752578905,-0.416121196180676,0
58,0.6,20.2956565349513,15.2708659007958,22.5415804266208,22.821040196295,0.28409954331828,0.0361453372829807,0.0607674822241315,-0.589339677787619,0
59,0.6,23.9883918785818,17.6550843391886,23.9999943854799,24,0.277721737449401,0.044232505255778,2.33938338367601e-07,-0.699516328274243,-2.22044604925031e-16
60,14.7053361970729,23.8922523673857,19.0606436026773,15.8393052873858,9.4112163235657,0.354356263107107,0.0136954033881654,0.340028946358926,-2.23869973295157,-1.20164707855249
61,0.6,21.1978953271307,20.1398901718771,23.6728420584285,24,0.297339592527761,0.0420331947712085,0.0136315808988128,-0.583245638630445,2.22044604925031e-16
62,23.5298720902806,10.1174139031176,17.5214805320963,14.6298532010167,2.02047827654351,0.449683750852613,0.00431211220248665,0.390422783290972,-4.70743513086704,-4.45344231621196
63,4.2602165835081,19.9835130204442,21.2381658291628,23.3278263476275,24,0.317269767150206,0.0398765197971285,0.0280072355155224,-0.532646375851844,0
64,6.7667520811997,17.1003636639869,18.6499085434878,22.016459101282,24,0.308965063676461,0.0323418050843182,0.0826475374465838,-0.412515152666121,0
65,0.6,19.6004033497294,18.7557164617854,23.1934812214553,24,0.326895811002636,0.0420072451121042,0.033604949106028,-0.516683472905392,0
66,24,23.9600809843705,22.3875976909928,6.0168431857882,6.94760917280764,0.903011185235493,0.00913289296066031,0.749298200592158,-3.14868002623812,-1.69979951075544
67,0.6,24,17.5612583619126,23.8643642473127,23.8651264836008,0.280930762742666,0.0463698627252443,0.00565148969530382,-0.705651489695304,-1.11022302462516e-16
68,0.638973787989188,18.7373003538085,4.75759497783376,22.7442489167345,23.8342185938926,0.290468257481904,0.0415300863239715,0.0523229618027309,-0.486151233781576,2.22044604925031e-16
69,24,24,24,0.6,0.6,0,0.00671721047743333,0.975,-39.7,-38.025
70,0.6,0.907638631408924,0.6,1.54298567339517,3.02546210469641,0,0.00656074342204478,0.935708930275201,0,0
71,23.952056133138,23.9999972908599,23.995680148394,23.8215895687293,23.8229060044205,0,0.0328169125647666,0.0074337679696117,-0.707433655927891,-2.22044604925031e-16
72,0.6,24,4.24250835328934,23.8416308428808,23.8426690251257,0.238581172720026,0.0473023675018853,0.00659871487996833,-0.706598714879968,1.11022302462516e-16
